URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,78.0,31.0,0.4311926565945628,0.1004608294004969,22.692307692307693,0.1344632768361582,14.455454150369404,22.692307692307693,238.0,1084.0,1.8836676217765045,1.0,5.806779661016949
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,68.0,36.0,0.3076923047337278,0.1390374329692013,17.469135802469136,0.0954063604240282,10.803908737948786,17.469135802469136,135.0,1084.0,1.5968322534197263,7.0,4.944876325088339
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,73.0,37.0,0.3272727242975207,0.1144640997768323,20.047619047619047,0.1413301662707838,13.672254269878977,20.047619047619047,238.0,1084.0,1.822396146899458,3.0,5.527315914489312
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,78.0,22.0,0.5599999944,0.1256281405456933,17.02173913043478,0.0977011494252873,10.716741629185409,17.02173913043478,153.0,1084.0,1.6370038412291934,17.0,4.982120051085569
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,64.0,25.0,0.4382022422673906,0.0923236513565107,19.729411764705883,0.1162790697674418,12.542927496580027,19.729411764705883,195.0,1084.0,1.6801909307875895,16.0,5.260584376863447
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,54.0,23.0,0.4025973973688649,0.1139053252752879,21.73684210526316,0.1041162227602905,12.859385752516886,21.73684210526316,129.0,1084.0,1.6442622950819672,21.0,5.092009685230024
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27.0,12.0,0.384615374753452,0.1015624997355143,15.652173913043478,0.1152777777777777,10.871980676328503,15.652173913043478,83.0,1084.0,1.667590027700831,7.0,5.248611111111111
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43.0,13.0,0.5357142761479594,0.1443298965352322,19.61111111111111,0.0864022662889518,11.300535096002518,19.61111111111111,61.0,1084.0,1.546242774566474,2.0,4.873937677053824
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,79.0,39.0,0.3389830479747199,0.1013745703596438,25.28235294117647,0.116333178222429,14.766268305367747,25.28235294117647,250.0,1084.0,1.6886481394253414,11.0,5.044206607724523
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,57.0,61.0,-0.0338983047974719,0.1035996487237931,18.64,0.1035407725321888,11.597630901287554,18.64,193.0,1084.0,1.7231700605393503,1.0,5.2542918454935625
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,45.0,20.0,0.384615378698225,0.0980392155384023,20.403508771929825,0.1281169389509888,13.286081066811484,20.403508771929825,149.0,1084.0,1.8257443082311733,10.0,5.564058469475494
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,41.0,28.0,0.1884057943709305,0.0940054494632078,13.965116279069768,0.0924229808492922,9.282965745599595,13.965116279069768,111.0,1084.0,1.6596638655462186,6.0,5.199833472106578
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,67.0,23.0,0.4888888834567902,0.1109741059050874,21.346153846153847,0.0774774774774774,11.63756063756064,21.346153846153847,129.0,1084.0,1.602603843769374,32.0,4.843843843843844
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,71.0,21.0,0.5434782549621929,0.1096543502864668,18.19047619047619,0.1256544502617801,12.30236848666168,18.19047619047619,192.0,1084.0,1.7456375838926177,11.0,5.265052356020942
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,27.0,0.0,0.9999999629629645,0.0947368417728531,23.80952380952381,0.146,15.363809523809524,23.80952380952381,73.0,1084.0,1.8282828282828285,0.0,5.548
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,103.0,39.0,0.4507042221781392,0.1533477320158232,226.0,0.0890486725663716,93.96194690265489,226.0,161.0,1084.0,1.5629175946547884,15.0,4.781526548672566
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,24.0,0.0,0.999999958333335,0.0592592591129401,16.043478260869566,0.1233062330623306,11.349640626841053,16.043478260869566,91.0,1084.0,1.782122905027933,0.0,5.273712737127371
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15.0,6.0,0.4285714081632663,0.0504807691094212,17.475,0.1645207439198855,13.570829756795424,17.475,115.0,1084.0,1.844574780058651,1.0,5.596566523605151
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,2.0,3.0,-0.199999960000008,0.0537634402821135,28.5,0.1228070175438596,16.312280701754386,28.5,21.0,1084.0,1.8571428571428568,2.0,5.456140350877193
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,35.0,69.0,-0.3269230737795858,0.1394101874806834,23.859649122807017,0.1051470588235294,13.749742002063982,23.859649122807017,143.0,1084.0,1.687361419068736,2.0,5.2375
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,21.0,15.0,0.1666666620370371,0.0994475135374378,22.93548387096774,0.1082981715893108,13.506120411959529,22.93548387096774,77.0,1084.0,1.6483050847457628,4.0,5.09985935302391
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,69.0,38.0,0.2897196234605643,0.1158008656755401,17.3302752293578,0.1138168343038644,11.4847834638977,17.3302752293578,215.0,1084.0,1.6205787781350482,10.0,4.956590788777131
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,50.0,3.0,0.886792436098256,0.1440217387390713,15.0,0.1209302325581395,10.837209302325585,15.0,78.0,1084.0,1.7841269841269842,4.0,5.268217054263566
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9.0,1.0,0.7999999200000081,0.0456621002481182,21.764705882352946,0.1108108108108108,13.138314785373607,21.764705882352946,41.0,1084.0,1.698895027624309,0.0,5.027027027027027
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,25.0,7.0,0.5624999824218756,0.0715883667302273,22.27777777777778,0.1034912718204488,13.050761983929068,22.27777777777778,83.0,1084.0,1.6364795918367347,4.0,4.933915211970075
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,14.0,8.0,0.272727260330579,0.0811808115085579,23.2,0.1400862068965517,14.883448275862069,23.2,65.0,1084.0,1.8747252747252747,1.0,5.415948275862069
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,19.0,7.0,0.4615384437869829,0.1375661368382744,14.037037037037036,0.1187335092348284,10.364155184207954,14.037037037037036,45.0,1084.0,1.7211796246648794,0.0,5.216358839050132
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6.0,0.0,0.9999998333333612,0.0689655164486722,15.2,0.125,11.08,15.2,19.0,1084.0,1.921052631578948,1.0,5.480263157894737
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27.0,36.0,-0.1428571405895692,0.1403118036964102,14.872727272727271,0.089242053789731,9.518773060680152,14.872727272727271,73.0,1084.0,1.5594493116395494,19.0,4.764058679706602
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,11.0,2.0,0.6923076390532585,0.1340206171750451,17.5,0.0857142857142857,10.428571428571429,17.5,15.0,1084.0,1.5086705202312138,1.0,4.765714285714286
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,38.0,10.0,0.5833333211805558,0.1191066994563109,17.256410256410255,0.1396731054977711,12.48948832247495,17.256410256410255,94.0,1084.0,1.849772382397572,0.0,5.690936106983656
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,2.0,7.0,-0.5555554938271674,0.1216216199780862,16.666666666666668,0.0733333333333333,9.6,16.666666666666668,11.0,1084.0,1.5103448275862068,3.0,4.56
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,9.0,25.0,-0.4705882214532876,0.1931818170841942,17.80952380952381,0.0668449197860962,9.797606315253375,17.80952380952381,25.0,1084.0,1.5336927223719676,6.0,4.652406417112299
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,32.0,46.0,-0.1794871771860618,0.0804953559540811,23.58904109589041,0.143437862950058,15.17313095635849,23.58904109589041,247.0,1084.0,1.8426698450536352,15.0,5.453542392566783
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,56.0,23.0,0.4177215136997277,0.0916473316802235,24.84285714285714,0.0879815986198964,13.456406801938716,24.84285714285714,153.0,1084.0,1.5552968568102443,19.0,4.8182863714778605
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,47.0,26.0,0.2876712289360105,0.0939510938301787,17.156626506024097,0.1179775280898876,11.581751726005145,17.156626506024097,168.0,1084.0,1.6198462613556954,18.0,5.061797752808989
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,25.0,5.0,0.6666666444444451,0.0815217389089083,12.140845070422536,0.0777262180974478,7.965386752066927,12.140845070422536,67.0,1084.0,1.5283687943262412,1.0,4.593967517401392
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,52.0,8.0,0.7333333211111114,0.0849858355736744,21.95384615384616,0.0911002102312543,12.425546870788637,21.95384615384616,130.0,1084.0,1.5451289398280803,4.0,4.58864751226349
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,36.0,6.0,0.714285697278912,0.1707317066230418,29.125,0.1201716738197424,16.4568669527897,29.125,56.0,1084.0,1.6056644880174291,8.0,4.71244635193133
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,49.0,15.0,0.5312499916992189,0.0738177623139356,21.39189189189189,0.1212886923562855,13.408304451008178,21.39189189189189,192.0,1084.0,1.7545103092783505,8.0,5.257738471257107
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,33.0,68.0,-0.3465346500343104,0.1866913120393876,12.658227848101266,0.102,9.143291139240509,12.658227848101266,102.0,1084.0,1.616580310880829,13.0,4.806
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,63.0,21.0,0.4999999940476191,0.1465968583829025,14.842105263157896,0.0718085106382978,8.809182530795074,14.842105263157896,81.0,1084.0,1.4849589790337283,5.0,4.593971631205674
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,23.0,31.0,-0.1481481454046639,0.0976491860802003,21.82608695652174,0.0786852589641434,11.877845141174433,21.82608695652174,79.0,1084.0,1.4829317269076303,2.0,4.937250996015936
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,29.0,21.0,0.1599999968,0.0825082506889302,16.08955223880597,0.137291280148423,11.92747210145931,16.08955223880597,148.0,1084.0,1.825503355704698,9.0,5.360853432282004
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,33.0,71.0,-0.3653846118713018,0.1873873870497524,13.653333333333334,0.1083984375,9.797270833333336,13.653333333333334,111.0,1084.0,1.6246215943491422,15.0,4.8359375
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,26.0,10.0,0.4444444320987658,0.1104294475140201,20.0,0.1181818181818181,12.727272727272728,20.0,78.0,1084.0,1.5863636363636364,5.0,4.96969696969697
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,9.0,6.0,0.1999999866666675,0.1013513506665449,28.6,0.1188811188811188,16.195244755244754,28.6,34.0,1084.0,1.6145833333333333,0.0,5.048951048951049
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,27.0,17.0,0.2272727221074381,0.1086419750403901,30.375,0.1262002743484225,17.1980109739369,30.375,92.0,1084.0,1.7544827586206897,0.0,5.396433470507545
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,28.0,30.0,-0.0344827580261593,0.0896445129990038,20.603448275862068,0.107949790794979,12.559370942143993,20.603448275862068,129.0,1084.0,1.6468590831918506,5.0,5.249372384937239
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36.0,11.0,0.5319148822996834,0.0260676649883152,13.03238866396761,0.0736253494874184,8.157969445083783,13.03238866396761,237.0,1084.0,1.6209777227722773,0.0,5.367816091954023
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,39.0,46.0,-0.0823529402076124,0.0948660713226941,20.7710843373494,0.1049883990719257,12.50796969781679,20.7710843373494,181.0,1084.0,1.6588511137162951,10.0,5.089907192575407
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29.0,62.0,-0.3626373586523367,0.1024774773620749,23.387096774193548,0.1379310344827586,14.872080088987763,23.387096774193548,200.0,1084.0,1.809228650137741,0.0,5.656551724137931
91,https://insights.blackcoffer.com/human-rights-outlook/,4.0,1.0,0.599999880000024,0.074626864557808,23.166666666666668,0.0863309352517985,12.71990407673861,23.166666666666668,12.0,1084.0,1.5441176470588236,2.0,4.719424460431655
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,38.0,4.0,0.8095237902494337,0.0845070420834868,22.13157894736842,0.1034482758620689,12.990562613430129,22.13157894736842,87.0,1084.0,1.6014580801944107,2.0,5.0511296076099885
